,year,gender,place,place_gender,name,city,bib,division,half,finish
185,2014,M,417,371,"Hayden, Michael (USA)","Honolulu, HI",822,25-29,1:28:26,2:49:32
186,2014,M,419,373,"Trull, Santiago (ARG)","Santa Rosa, LA PAMPA",2010,35-39,1:24:22,2:49:35
187,2014,M,421,375,"Fagerstrom, Erik (USA)","Eden Prairie, MN",531,20-24,1:22:00,2:49:38
188,2014,M,423,377,"Noll, Troy (USA)","Grand Rapids, MI",1740,25-29,1:23:30,2:49:41
189,2014,M,425,379,"Gleron, Martial (FRA)",Paris,1079,35-39,1:19:37,2:49:45
190,2014,M,427,381,"Beckett, Ryan (USA)","Anchorage, AK",1275,25-29,1:21:10,2:49:49
191,2014,M,429,383,"Cifuentes, Miguel (COL)",Bogota,1031,35-39,1:24:51,2:49:52
192,2014,M,431,385,"Tokgoz, Sadik (USA)","Waltham, MA",2160,45-49,1:22:53,2:49:55
193,2014,M,437,387,"Agafonov, Alex (USA)","Chicago, IL",4703,20-24,1:24:05,2:50:02
194,2014,M,439,389,"Glaubke, Eric (USA)","Elmhurst, IL",1989,20-24,1:19:29,2:50:05
195,2014,M,441,391,"Lopes, Jorge (USA)","Linden, NJ",1396,50-54,1:24:34,2:50:13
196,2014,M,443,393,"Camara, Cesar (MEX)","Guadalajara, JALISCO",1216,30-34,1:25:17,2:50:29
197,2014,M,445,395,"Palmer, Matthew (USA)","Portland, OR",2578,25-29,1:20:46,2:50:38
198,2014,M,447,397,"Schwarz, Chris (CAN)","Sherwood Park, AB",1105,40-44,1:26:05,2:50:45
199,2014,M,449,399,"Apfelbaum, Sean (USA)","Northbrook, IL",1341,25-29,1:21:04,2:50:48
200,2014,M,452,401,"Conrad, Martin (USA)","Long Beach, CA",1843,30-34,1:22:12,2:50:51
201,2014,M,455,403,"Withers, Dave (USA)","Tustin, CA",2192,40-44,1:23:32,2:50:59
202,2014,M,458,405,"Carrique, Chris (CAN)","Montreal, QC",1714,30-34,1:26:34,2:51:03
203,2014,M,461,407,"Wood, Samuel (USA)","Chicago, IL",4364,20-24,1:21:35,2:51:07
204,2014,M,463,409,"Goldberg, Andrew (USA)","Farmington Hills, MI",2432,25-29,1:24:11,2:51:14
205,2014,M,465,411,"Van Winkle, Eric (USA)","Indianapolis, IN",4047,25-29,1:24:54,2:51:16
206,2014,M,467,413,"Batyko, Michael (USA)","Scranton, PA",2341,25-29,1:23:37,2:51:22
207,2014,M,470,415,"Waltermire, Philip (USA)","Garwin, IA",1574,40-44,1:23:50,2:51:24
208,2014,M,472,417,"Hamsi, Hicham (MAR)","Brooklyn, NY",2106,35-39,1:20:28,2:51:27
209,2014,M,474,419,"Haschel, Michael (USA)","Winamac, IN",2087,30-34,1:23:10,2:51:28
210,2014,M,478,421,"Turner, Jared (USA)","Matthews, IN",4184,30-34,1:25:06,2:51:34
211,2014,M,480,423,"Thompson, Darren (GBR)","Bel Air, MD",2305,35-39,1:25:15,2:51:37
212,2014,M,483,425,"Schersten, Ben (USA)","Somerville, MA",1636,35-39,1:23:24,2:51:40
213,2014,M,485,427,"Chelak, Kevin (USA)","Chicago, IL",2196,25-29,1:24:31,2:51:43
214,2014,M,487,429,"Martino, Thomas (USA)","Chicago, IL",1993,25-29,1:20:21,2:51:45
215,2014,M,489,431,"Yost, Gardner (USA)","Chicago, IL",1233,20-24,1:25:43,2:51:47
216,2014,M,491,433,"O'Hora, Paul (USA)","Scranton, PA",2353,40-44,1:22:48,2:51:56
217,2014,M,493,435,"Shunk, Alec (USA)","Rochester, IL",788,20-24,1:18:42,2:51:59
218,2014,M,496,437,"De Simone, Flavio (ITA)","Stamford, CT",1346,40-44,1:24:01,2:52:04
219,2014,M,498,439,"Harris, Ethan (USA)","Hutchinson, MN",3276,20-24,1:25:00,2:52:10
220,2014,M,500,441,"Livensparger, Elliot (USA)","Macon, GA",582,20-24,1:19:53,2:52:15
221,2014,M,502,443,"Paulin, Michael (USA)","Beverly, MA",1088,35-39,1:26:23,2:52:16
222,2014,M,504,445,"Kokta, Victor (CAN)","Saint-Laurent, QC",1012,40-44,1:24:36,2:52:18
223,2014,M,506,447,"Turzo, Pasquale (ITA)","Carugate, MI",931,35-39,1:21:43,2:52:23
224,2014,M,508,449,"Smith, Collin (USA)","Chicago, IL",1725,30-34,1:21:15,2:52:34
225,2014,M,510,451,"Kummer, Laurens (NED)",Haarlem,1615,35-39,1:24:50,2:52:37
226,2014,M,512,453,"Summer, William (USA)","San Francisco, CA",1189,45-49,1:27:46,2:52:40
227,2014,M,515,455,"Riley, Colin (USA)","Cincinnati, OH",809,25-29,1:22:20,2:52:45
228,2014,M,517,457,"Lindberg, Jon (USA)","Lake Nebagamon, WI",1937,50-54,1:24:57,2:52:49
229,2014,M,519,459,"Cadotte, Christopher (USA)","Redmond, WA",2104,30-34,1:26:00,2:52:49
230,2014,M,521,461,"Thompson, Joshua (USA)","Plano, TX",1384,40-44,1:22:52,2:52:51
231,2014,M,523,463,"Treichel, Daniel (CAN)","New York, NY",3323,30-34,1:28:20,2:52:52
232,2014,M,525,465,"Kluge, Graig (USA)","Cleveland Heights, OH",1637,40-44,1:26:38,2:52:55
233,2014,M,528,467,"Reid, Marc (USA)","Marlborough, MA",1690,20-24,1:24:21,2:53:00
234,2014,M,530,469,"Castro, Sebastian (CRC)",San Jose,1607,25-29,1:26:06,2:53:03
235,2014,M,533,471,"Zelinger, Marshall (USA)","Denver, CO",2275,30-34,1:27:35,2:53:07
236,2014,M,535,473,"Esquenazi, Mauricio (MEX)","Philadelphia, PA",635,35-39,1:27:14,2:53:16
237,2014,M,537,475,"Kvam, Asgeir (NOR)",Billingstad,3366,30-34,1:27:09,2:53:23
238,2014,M,539,477,"Harrison, Jeff (USA)","Paxton, IL",2037,45-49,1:22:59,2:53:26
239,2014,M,541,479,"Crawford, Thomas (USA)","Charlottesville, VA",991,30-34,1:17:41,2:53:27
240,2014,M,543,481,"Mead, Gerad (USA)","Minneapolis, MN",2397,35-39,1:22:23,2:53:29
